countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
Réunion,447,0,1,0,411,0,35,2,17200,0.2,91.9
Nepal,444,17,2,0,45,0,397,1,110583,0.5,10.1
Taiwan,441,1,7,0,407,5,27,0,70100,1.6,92.3
Congo (Brazzaville),420,0,15,0,132,0,273,0,0,3.6,31.4
CAR,418,0,0,0,18,0,400,0,10837,0.0,4.3
Palestine,398,0,2,0,346,0,50,0,44876,0.5,86.9
Ethiopia,389,0,5,0,122,0,262,0,65760,1.3,31.4
Madagascar,371,0,2,0,131,0,238,0,5670,0.5,35.3
Cabo Verde,349,0,3,0,85,0,261,0,892,0.9,24.4
Togo,340,0,12,0,110,0,218,0,14196,3.5,32.4
Isle of Man,336,0,24,0,302,0,10,4,4262,7.1,89.9
Mauritius,332,0,10,0,322,0,0,0,95666,3.0,97.0
Montenegro,324,0,9,0,314,2,1,2,10167,2.8,96.9
Vietnam,324,0,0,0,264,1,60,2,275000,0.0,81.5
Rwanda,314,0,0,0,216,0,98,0,53317,0.0,68.8
South Sudan,290,0,4,0,4,0,282,0,3356,1.4,1.4
Uganda,264,0,0,0,65,0,199,0,77456,0.0,24.6
Nicaragua,254,0,17,0,199,0,38,0,0,6.7,78.3
Sao Tome and Principe,251,0,8,0,4,0,239,0,175,3.2,1.6
Liberia,238,0,23,0,128,0,87,0,0,9.7,53.8
French Guiana,237,0,1,0,136,0,100,0,0,0.4,57.4
Eswatini,217,0,2,0,97,0,118,0,4160,0.9,44.7
Myanmar,199,0,6,0,108,0,85,0,15838,3.0,54.3
Martinique,192,0,14,0,91,0,87,0,0,7.3,47.4
Faroe Islands,187,0,0,0,187,0,0,0,8986,0.0,100.0
Yemen,184,0,30,0,5,0,149,0,120,16.3,2.7
Mozambique,156,0,0,0,48,0,108,0,6769,0.0,30.8
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,149,0,0,0,145,0,4,0,5615,0.0,97.3
Mauritania,141,0,4,0,7,0,130,0,2583,2.8,5.0
Brunei,141,0,1,0,136,0,4,2,18010,0.7,96.5
Mongolia,140,0,0,0,26,0,114,27,11750,0.0,18.6
Benin,130,0,2,0,57,-26,71,0,26431,1.5,43.8
Bermuda,125,0,9,0,80,0,36,2,5719,7.2,64.0
Guyana,125,0,10,0,47,0,68,3,1295,8.0,37.6
Cambodia,122,0,0,0,122,0,0,0,15572,0.0,100.0
Trinidad and Tobago,116,0,8,0,107,0,1,0,2785,6.9,92.2
Cayman Islands,111,0,1,0,55,0,55,0,7576,0.9,49.5
Aruba,101,0,3,0,95,0,3,4,2048,3.0,94.1
Bahamas,97,0,11,0,43,0,43,1,1826,11.3,44.3
Monaco,97,0,4,0,90,0,3,1,0,4.1,92.8
Barbados,90,0,7,0,70,0,13,4,4322,7.8,77.8
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,77,0,15,0,54,0,8,7,425,19.5,70.1
Malawi,71,0,3,0,27,0,41,1,1803,4.2,38.0
Libya,69,0,3,0,35,0,31,0,3633,4.3,50.7
Syria,58,0,3,0,36,0,19,0,0,5.2,62.1
Angola,52,0,3,0,17,0,32,0,6136,5.8,32.7
Zimbabwe,48,0,4,0,18,0,26,0,28019,8.3,37.5
Macau,45,0,0,0,45,0,0,0,0,0.0,100.0
Burundi,42,0,1,0,20,0,21,0,284,2.4,47.6
Saint Martin,40,0,3,0,33,0,4,1,0,7.5,82.5
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Comoros,34,0,1,0,8,0,25,0,0,2.9,23.5
Botswana,29,4,1,0,17,0,11,0,14855,3.4,58.6
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Gambia,24,0,1,0,13,0,10,0,1476,4.2,54.2
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Grenada,22,0,0,0,17,0,5,4,3007,0.0,77.3
Bhutan,21,0,0,0,6,1,15,0,14527,0.0,28.6
Laos,19,0,0,0,14,0,5,0,4812,0.0,73.7
Belize,18,0,2,0,16,0,0,0,1363,11.1,88.9
Saint Lucia,18,0,0,0,18,0,0,0,786,0.0,100.0
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
St. Vincent Grenadines,18,1,0,0,14,0,4,0,175,0.0,77.8
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
Curaçao,16,0,1,0,14,0,1,0,485,6.2,87.5
Dominica,16,0,0,0,16,0,0,0,433,0.0,100.0
Namibia,16,0,0,0,14,0,2,0,2586,0.0,87.5
Saint Kitts and Nevis,15,0,0,0,15,0,0,0,391,0.0,100.0
Falkland Islands,13,0,0,0,13,0,0,0,426,0.0,100.0
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Montserrat,11,0,1,0,10,0,0,0,36,9.1,90.9
Seychelles,11,0,0,0,11,0,0,0,0,0.0,100.0
Suriname,11,0,1,0,9,0,1,0,404,9.1,81.8
Greenland,11,0,0,0,11,0,0,0,1767,0.0,100.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,357,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
United States,1621333,1348,96363,83,382244,127,1142726,17907,13479242,5.9,23.6
Russia,326448,8894,3249,150,99825,7144,223374,2300,8126626,1.0,30.6
Brazil,310921,834,20082,35,125960,0,164879,8318,735224,6.5,40.5
Spain,280117,0,27940,0,196958,0,55219,1152,3037840,10.0,70.3
United Kingdom,250908,0,36042,0,0,0,214866,1559,3090566,14.4,0.0
Italy,228006,0,32486,0,134560,0,60960,640,3243398,14.2,59.0
France,181826,0,28215,0,63858,0,89753,1745,1384633,15.5,35.1
Germany,179110,89,8310,1,159000,1000,11800,1016,3595059,4.6,88.8
Turkey,153548,0,4249,0,114990,0,34309,820,1729988,2.8,74.9
Iran,129341,0,7249,0,100564,0,21528,2655,746045,5.6,77.8
India,119419,1193,3599,15,48957,404,66863,0,2719434,3.0,41.0
Peru,108769,0,3148,0,43587,0,62034,886,736500,2.9,40.1
China,82971,4,4634,0,78255,6,82,8,0,5.6,94.3
Canada,81400,20,6249,3,41715,0,33436,502,1379731,7.7,51.2
Saudi Arabia,65077,0,351,0,36040,0,28686,281,651158,0.5,55.4
Mexico,59567,2973,6510,420,40657,1781,12400,378,201838,10.9,68.3
Chile,57581,0,589,0,23992,0,33000,943,426003,1.0,41.7
Belgium,56511,276,9212,26,15123,135,32176,268,757328,16.3,26.8
Pakistan,50694,2603,1067,50,15201,1046,34426,111,445987,2.1,30.0
Netherlands,44700,0,5775,0,0,0,38925,255,302395,12.9,0.0
Qatar,38651,0,17,0,7288,0,31346,171,175482,0.0,18.9
Ecuador,35306,0,2939,0,3557,0,28810,191,101580,8.3,10.1
Belarus,33371,0,185,0,12057,0,21129,92,403236,0.6,36.1
Sweden,32172,0,3871,0,4971,0,23330,352,209900,12.0,15.5
Switzerland,30694,0,1898,0,27900,0,896,55,361692,6.2,90.9
Singapore,30426,614,23,0,12117,0,18286,10,294414,0.1,39.8
Bangladesh,30205,1694,432,24,6190,588,23583,1,223841,1.4,20.5
Portugal,29912,0,1277,0,6452,0,22183,93,689705,4.3,21.6
United Arab Emirates,26898,0,237,0,12755,0,13906,1,1600923,0.9,47.4
Ireland,24391,0,1583,0,21060,0,1748,54,295626,6.5,86.3
Indonesia,20796,634,1326,48,5057,219,14413,0,229334,6.4,24.3
Poland,20379,236,973,1,8731,279,10675,160,697230,4.8,42.8
Ukraine,20148,442,588,9,6585,358,12975,256,267185,2.9,32.7
South Africa,19137,0,369,0,8950,0,9818,119,525433,1.9,46.8
Kuwait,18609,0,129,0,5205,0,13275,181,261071,0.7,28.0
Colombia,18330,0,652,0,4431,0,13247,136,214536,3.6,24.2
Romania,17712,127,1159,3,10777,196,5776,200,352647,6.5,60.8
Israel,16690,7,279,0,13915,191,2496,47,531124,1.7,83.4
Austria,16436,32,635,2,15005,54,796,31,390488,3.9,91.3
Japan,16424,39,777,6,12672,386,2975,195,261572,4.7,77.2
Egypt,15003,0,696,0,4217,0,10090,41,135000,4.6,28.1
Dominican Republic,13657,0,448,0,7366,0,5843,113,61330,3.3,53.9
Philippines,13597,163,857,11,3092,92,9648,81,267417,6.3,22.7
Denmark,11182,0,561,0,9643,0,978,23,504266,5.0,86.2
South Korea,11142,20,264,0,10162,27,716,15,802418,2.4,91.2
Serbia,10919,0,237,0,5370,0,5312,12,203799,2.2,49.2
Panama,10116,0,291,0,6245,0,3580,72,53928,2.9,61.7
Argentina,9931,0,416,0,3032,0,6483,171,116689,4.2,30.5
Afghanistan,9216,540,205,12,996,58,8015,19,27889,2.2,10.8
Czechia,8757,3,306,0,5932,6,2519,29,387127,3.5,67.7
Norway,8309,0,235,0,32,0,8042,14,223045,2.8,0.4
Bahrain,8174,0,12,0,3873,0,4289,9,262107,0.1,47.4
Algeria,7728,0,575,0,4062,0,3091,22,0,7.4,52.6
Kazakhstan,7597,363,35,0,3843,66,3719,31,612997,0.5,50.6
Morocco,7211,0,196,0,4280,0,2735,1,112997,2.7,59.4
Malaysia,7137,78,115,1,5859,63,1163,9,491729,1.6,82.1
Australia,7095,14,101,1,6478,6,516,9,1167973,1.4,91.3
Nigeria,7016,0,211,0,1907,0,4898,7,40043,3.0,27.2
Oman,6794,424,32,1,1821,0,4941,31,72000,0.5,26.8
Moldova,6704,0,233,0,2953,0,3518,251,40565,3.5,44.0
Finland,6537,44,306,0,4800,0,1431,21,163000,4.7,73.4
Ghana,6486,217,31,0,1951,53,4504,8,187929,0.5,30.1
Armenia,5928,322,74,4,2874,293,2980,10,47654,1.2,48.5
Bolivia,5187,268,215,16,561,8,4411,3,14803,4.1,10.8
Cameroon,4288,0,156,0,1808,0,2324,28,0,3.6,42.2
Luxembourg,3980,0,109,0,3741,0,130,6,64981,2.7,94.0
Iraq,3877,0,140,0,2483,0,1254,0,149701,3.6,64.0
Azerbaijan,3749,0,44,0,2340,0,1365,42,252496,1.2,62.4
Hungary,3678,37,476,3,1587,78,1615,23,155801,12.9,43.1
Honduras,3204,104,156,5,397,42,2651,13,11820,4.9,12.4
Sudan,3138,0,121,0,309,0,2708,0,281,3.9,9.8
Guinea,3067,0,18,0,1575,0,1474,18,10304,0.6,51.4
Thailand,3037,0,56,0,2910,13,71,61,328073,1.8,95.8
Uzbekistan,3006,42,13,0,2407,0,586,4,460000,0.4,80.1
Greece,2853,0,168,0,1374,0,1311,21,144078,5.9,48.2
Senegal,2812,0,33,0,1251,0,1528,6,24599,1.2,44.5
Guatemala,2512,247,48,3,222,63,2242,5,25464,1.9,8.8
Bulgaria,2372,41,125,5,769,42,1478,31,71605,5.3,32.4
Bosnia and Herzegovina,2350,0,140,0,1596,0,614,4,56997,6.0,67.9
Tajikistan,2350,0,44,0,1008,538,1298,0,0,1.9,42.9
Ivory Coast,2301,0,29,0,1100,0,1172,0,21069,1.3,47.8
Croatia,2237,0,97,0,1978,0,162,9,58091,4.3,88.4
Djibouti,2047,0,10,0,1055,0,982,0,21156,0.5,51.5
Cuba,1908,0,80,0,1603,0,225,5,89031,4.2,84.0
North Macedonia,1898,0,111,0,1378,0,409,21,23316,5.8,72.6
Congo (Kinshasa),1835,0,61,0,303,0,1471,0,0,3.3,16.5
Estonia,1807,7,64,0,1508,20,235,2,74604,3.5,83.5
Iceland,1803,0,10,0,1790,0,3,0,58225,0.6,99.3
El Salvador,1725,85,33,1,562,22,1130,26,67663,1.9,32.6
Lithuania,1604,11,61,0,1111,62,432,17,259043,3.8,69.3
Somalia,1594,0,61,0,204,0,1329,2,0,3.8,12.8
Gabon,1567,0,12,0,365,0,1190,6,8622,0.8,23.3
New Zealand,1504,1,21,0,1455,3,28,1,250246,1.4,96.7
Slovakia,1503,1,28,0,1256,11,219,2,154529,1.9,83.6
Mayotte,1475,0,19,0,894,0,562,11,5200,1.3,60.6
Slovenia,1468,0,106,0,1340,0,22,3,74228,7.2,91.3
Kyrgyzstan,1350,37,14,0,939,16,397,5,98281,1.0,69.6
Maldives,1216,0,4,0,91,0,1121,9,11775,0.3,7.5
Guinea-Bissau,1109,0,6,0,42,0,1061,0,1500,0.5,3.8
Kenya,1109,0,50,0,375,0,684,1,52507,4.5,33.8
Hong Kong,1066,2,4,0,1029,0,33,1,168291,0.4,96.5
Sri Lanka,1055,7,9,0,620,16,426,1,49124,0.9,58.8
Tunisia,1046,1,47,0,883,21,116,3,45308,4.5,84.4
Latvia,1030,5,22,0,712,18,296,2,96366,2.1,69.1
Lebanon,1024,0,26,0,663,0,335,3,67510,2.5,64.7
Albania,969,0,31,0,771,0,167,3,12759,3.2,79.6
Mali,947,0,60,0,558,0,329,0,3483,6.3,58.9
Niger,924,0,60,0,753,0,111,0,5949,6.5,81.5
Cyprus,923,0,17,0,561,0,345,10,95349,1.8,60.8
Equatorial Guinea,903,0,10,0,22,0,871,0,854,1.1,2.4
Costa Rica,903,0,10,0,592,0,301,3,21929,1.1,65.6
Venezuela,882,0,10,0,262,0,610,2,697691,1.1,29.7
Zambia,866,0,7,0,302,0,557,1,19432,0.8,34.9
Paraguay,836,0,11,0,256,0,569,0,21987,1.3,30.6
Burkina Faso,812,0,52,0,669,0,91,0,0,6.4,82.4
Andorra,762,0,51,0,639,0,72,3,3750,6.7,83.9
Uruguay,749,0,20,0,594,0,135,4,36537,2.7,79.3
Haiti,734,71,25,3,21,0,688,0,2519,3.4,2.9
Georgia,723,2,12,0,495,10,216,6,45707,1.7,68.5
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Jordan,684,0,9,0,457,0,218,5,156663,1.3,66.8
San Marino,658,0,41,0,235,0,382,1,3779,6.2,35.7
Malta,599,0,6,0,468,0,125,1,56224,1.0,78.1
Chad,588,0,58,0,186,0,344,0,0,9.9,31.6
Sierra Leone,585,0,35,0,205,0,345,0,0,6.0,35.0
Channel Islands,558,0,45,0,508,0,5,0,5342,8.1,91.0
Jamaica,534,5,9,0,181,10,344,0,9178,1.7,33.9
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Nepal,487,30,3,0,49,0,435,1,117465,0.6,10.1
South Sudan,481,0,4,0,4,0,473,0,3356,0.8,0.8
Congo (Brazzaville),469,0,16,0,137,0,316,0,0,3.4,29.2
Réunion,449,0,1,0,411,0,37,2,17200,0.2,91.5
Taiwan,441,0,7,0,408,1,26,0,70338,1.6,92.5
CAR,436,0,0,0,18,0,418,0,11294,0.0,4.1
Palestine,423,0,2,0,346,0,75,0,44876,0.5,81.8
Madagascar,405,0,2,0,131,0,272,1,5670,0.5,32.3
Ethiopia,399,0,5,0,123,0,271,0,69519,1.3,30.8
Cabo Verde,356,0,3,0,95,0,258,0,892,0.8,26.7
Togo,354,0,12,0,118,0,224,0,14767,3.4,33.3
Isle of Man,336,0,24,0,303,0,9,2,4353,7.1,90.2
Mauritius,332,0,10,0,322,0,0,0,98075,3.0,97.0
Vietnam,324,0,0,0,266,2,58,2,275000,0.0,82.1
Montenegro,324,0,9,0,314,0,1,2,10167,2.8,96.9
Rwanda,320,0,0,0,217,0,103,0,54400,0.0,67.8
Nicaragua,279,0,17,0,199,0,63,0,0,6.1,71.3
Sao Tome and Principe,251,0,8,0,4,0,239,0,175,3.2,1.6
French Guiana,249,0,1,0,137,0,111,0,0,0.4,55.0
Liberia,240,0,23,0,131,0,86,0,0,9.6,54.6
Eswatini,220,0,2,0,112,0,106,0,4994,0.9,50.9
Myanmar,199,0,6,0,108,0,85,0,16550,3.0,54.3
Yemen,197,0,33,0,5,0,159,0,120,16.8,2.5
Martinique,192,0,14,0,91,0,87,0,0,7.3,47.4
Faroe Islands,187,0,0,0,187,0,0,0,9084,0.0,100.0
Mauritania,173,0,5,0,7,0,161,0,2583,2.9,4.0
Mozambique,162,0,0,0,48,0,114,0,7063,0.0,29.6
Uganda,160,0,0,0,66,0,94,0,81682,0.0,41.2
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,151,0,0,0,146,0,5,0,5833,0.0,96.7
Mongolia,141,1,0,0,28,2,113,27,12153,0.0,19.9
Brunei,141,0,1,0,136,0,4,2,18010,0.7,96.5
Benin,135,0,3,0,61,0,71,0,26792,2.2,45.2
Guyana,127,0,10,0,57,0,60,3,1329,7.9,44.9
Bermuda,125,0,9,0,80,0,36,2,5784,7.2,64.0
Cambodia,123,0,0,0,122,0,1,0,15830,0.0,99.2
Cayman Islands,121,0,1,0,55,0,65,0,7959,0.8,45.5
Trinidad and Tobago,116,0,8,0,108,1,0,0,2805,6.9,93.1
Aruba,101,0,3,0,95,0,3,4,2048,3.0,94.1
Bahamas,97,0,11,0,44,1,42,1,1910,11.3,45.4
Monaco,97,0,4,0,90,0,3,1,0,4.1,92.8
Barbados,90,0,7,0,70,0,13,4,4438,7.8,77.8
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,77,0,15,0,59,5,3,1,437,19.5,76.6
Malawi,72,0,3,0,27,0,42,1,1803,4.2,37.5
Libya,71,0,3,0,35,0,33,0,4351,4.2,49.3
Angola,58,0,3,0,17,0,38,0,6136,5.2,29.3
Syria,58,0,3,0,36,0,19,0,0,5.2,62.1
Zimbabwe,51,0,4,0,18,0,29,0,28019,7.8,35.3
Macau,45,0,0,0,45,0,0,0,0,0.0,100.0
Burundi,42,0,1,0,20,0,21,0,284,2.4,47.6
Saint Martin,40,0,3,0,33,0,4,1,0,7.5,82.5
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Comoros,34,0,1,0,8,0,25,0,0,2.9,23.5
Botswana,29,0,1,0,19,0,9,0,14855,3.4,65.5
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Gambia,24,0,1,0,13,0,10,0,1476,4.2,54.2
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Grenada,22,0,0,0,17,0,5,4,3007,0.0,77.3
Bhutan,21,0,0,0,6,0,15,0,14843,0.0,28.6
Laos,19,0,0,0,14,0,5,0,5044,0.0,73.7
Namibia,19,1,0,0,14,0,5,0,2681,0.0,73.7
Saint Lucia,18,0,0,0,18,0,0,0,867,0.0,100.0
Belize,18,0,2,0,16,0,0,0,1363,11.1,88.9
St. Vincent Grenadines,18,0,0,0,14,0,4,0,175,0.0,77.8
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
Dominica,16,0,0,0,16,0,0,0,433,0.0,100.0
Curaçao,16,0,1,0,14,0,1,0,485,6.2,87.5
Saint Kitts and Nevis,15,0,0,0,15,0,0,0,391,0.0,100.0
Falkland Islands,13,0,0,0,13,0,0,0,426,0.0,100.0
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Greenland,11,0,0,0,11,0,0,0,1767,0.0,100.0
Montserrat,11,0,1,0,10,0,0,0,36,9.1,90.9
Seychelles,11,0,0,0,11,0,0,0,0,0.0,100.0
Suriname,11,0,1,0,9,0,1,0,404,9.1,81.8
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,424,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
United States,1645353,707,97655,20,403228,5917,1144470,17109,13920391,5.9,24.5
Russia,335882,9434,3388,139,107936,8111,224558,2300,8402747,1.0,32.1
Brazil,332382,1492,21116,68,135430,0,175836,8318,735224,6.4,40.7
Spain,281904,0,28628,0,196958,0,56318,1152,3037840,10.2,69.9
United Kingdom,254195,0,36393,0,0,0,217802,1559,3231921,14.3,0.0
Italy,228658,0,32616,0,136720,0,59322,595,3318778,14.3,59.8
France,182219,0,28289,0,64209,0,89721,1701,1384633,15.5,35.2
Germany,179713,0,8352,0,159900,900,11461,965,3595059,4.6,89.0
Turkey,154500,0,4276,0,116111,0,34113,800,1767495,2.8,75.2
Iran,131652,0,7300,0,102276,0,22076,2659,763913,5.5,77.7
India,125149,355,3728,2,51824,0,69597,0,2834798,3.0,41.4
Peru,111698,0,3244,0,44848,0,63606,901,750526,2.9,40.2
China,82971,0,4634,0,78258,3,79,9,0,5.6,94.3
Canada,82480,-106,6284,-57,42594,0,33602,502,1405208,7.6,51.6
Saudi Arabia,67719,0,364,0,39003,0,28352,302,667057,0.5,57.6
Mexico,62527,2960,6989,479,42725,2068,12813,378,201838,11.2,68.3
Chile,61857,0,630,0,25342,0,35885,986,442093,1.0,41.0
Belgium,56810,299,9237,25,15155,32,32418,259,768706,16.3,26.7
Pakistan,52437,1743,1101,34,16653,1452,34683,111,460692,2.1,31.8
Netherlands,44888,0,5788,0,0,0,39100,252,313755,12.9,0.0
Qatar,40481,0,19,0,7893,0,32569,175,180642,0.0,19.5
Ecuador,35828,0,3056,0,3557,0,29215,191,104330,8.5,9.9
Belarus,34303,0,190,0,12833,0,21280,92,419004,0.6,37.4
Sweden,32809,0,3925,0,4971,0,23913,265,209900,12.0,15.2
Bangladesh,32078,1873,452,20,6486,296,25140,1,234675,1.4,20.2
Singapore,31068,642,23,0,12995,0,18050,8,294414,0.1,41.8
Switzerland,30707,0,1903,0,27900,0,904,51,364321,6.2,90.9
Portugal,30200,0,1289,0,7590,0,21321,84,689705,4.3,25.1
United Arab Emirates,27892,0,241,0,13798,0,13853,1,1600923,0.9,49.5
Ireland,24506,0,1592,0,21060,0,1854,54,295626,6.5,85.9
Indonesia,21745,949,1351,25,5249,192,15145,0,229334,6.2,24.1
Poland,20838,219,990,8,8977,246,10871,160,719571,4.8,43.1
Ukraine,20580,432,605,17,6929,344,13046,256,277712,2.9,33.7
South Africa,20125,0,397,0,10104,0,9624,119,543032,2.0,50.2
Kuwait,19564,0,138,0,5515,0,13911,180,264959,0.7,28.2
Colombia,19131,0,682,0,4575,0,13874,136,235948,3.6,23.9
Romania,17712,0,1170,4,10777,0,5765,200,352647,6.6,60.8
Israel,16712,22,279,0,14085,170,2348,47,536306,1.7,84.3
Japan,16513,0,796,0,13005,0,2712,176,265502,4.8,78.8
Austria,16486,50,639,4,15037,32,810,28,396363,3.9,91.2
Egypt,15786,0,707,0,4374,0,10705,41,135000,4.5,27.7
Dominican Republic,13989,0,456,0,7572,0,5961,113,61330,3.3,54.1
Philippines,13777,180,863,6,3177,85,9737,81,278041,6.3,23.1
Denmark,11230,0,561,0,9764,0,905,23,514765,5.0,86.9
South Korea,11165,23,266,2,10194,32,705,15,814420,2.4,91.3
Serbia,11024,0,237,0,5541,0,5246,12,209797,2.1,50.3
Argentina,10649,0,433,0,3062,0,7154,171,121278,4.1,28.8
Panama,10267,0,295,0,6275,0,3697,72,55018,2.9,61.1
Afghanistan,9998,782,216,11,1040,44,8742,19,29417,2.2,10.4
Czechia,8813,0,312,0,6025,0,2476,29,387127,3.5,68.4
Bahrain,8414,0,12,0,4096,0,4306,7,269179,0.1,48.7
Norway,8332,0,235,0,7727,0,370,13,229769,2.8,92.7
Kazakhstan,7919,322,35,0,4096,0,3788,31,635712,0.4,51.7
Algeria,7918,0,582,0,4256,0,3080,22,0,7.4,53.8
Morocco,7332,0,197,0,4377,0,2758,1,123402,2.7,59.7
Nigeria,7261,0,221,0,2007,0,5033,7,41907,3.0,27.6
Oman,7257,463,34,0,1848,27,5375,31,72000,0.5,25.5
Malaysia,7185,48,115,0,5912,53,1158,9,500469,1.6,82.3
Australia,7111,16,102,1,6494,15,515,5,1191127,1.4,91.3
Moldova,6847,0,237,0,3369,0,3241,251,40565,3.5,49.2
Ghana,6617,131,31,0,1976,25,4610,16,193705,0.5,29.9
Finland,6568,31,306,0,4800,0,1462,21,165600,4.7,73.1
Armenia,6302,374,77,3,2936,62,3289,10,49080,1.2,46.6
Bolivia,5579,392,230,15,575,14,4774,3,14803,4.1,10.3
Cameroon,4400,0,159,0,1822,0,2419,28,0,3.6,41.4
Luxembourg,3981,0,109,0,3748,0,124,5,65724,2.7,94.1
Iraq,3964,0,147,0,2532,0,1285,0,175830,3.7,63.9
Azerbaijan,3855,0,46,0,2399,0,1410,42,252496,1.2,62.2
Hungary,3713,35,482,6,1655,68,1576,21,159260,13.0,44.6
Honduras,3477,273,167,11,439,42,2871,13,11820,4.8,12.6
Sudan,3378,0,137,0,372,0,2869,0,394,4.1,11.0
Guinea,3067,0,19,0,1575,0,1473,24,13726,0.6,51.4
Thailand,3040,3,56,0,2916,6,68,61,328073,1.8,95.9
Uzbekistan,3036,8,13,0,2492,0,531,4,460000,0.4,82.1
Senegal,2909,0,33,0,1311,0,1565,6,32883,1.1,45.1
Greece,2874,0,169,0,1374,0,1331,19,147958,5.9,47.8
Guatemala,2743,231,51,3,222,0,2470,5,25464,1.9,8.1
Tajikistan,2551,0,44,0,1089,0,1418,0,0,1.7,42.7
Bulgaria,2408,36,126,1,808,39,1474,29,73210,5.2,33.6
Bosnia and Herzegovina,2372,0,141,0,1614,0,617,4,57507,5.9,68.0
Ivory Coast,2341,0,29,0,1146,0,1166,0,22233,1.2,49.0
Djibouti,2270,0,10,0,1064,0,1196,0,22097,0.4,46.9
Croatia,2243,0,99,0,2011,0,133,5,59911,4.4,89.7
Congo (Kinshasa),2025,80,63,0,312,0,1650,0,0,3.1,15.4
North Macedonia,1921,0,112,0,1387,0,422,21,24018,5.8,72.2
Cuba,1916,0,81,0,1631,0,204,4,90911,4.2,85.1
Estonia,1821,14,64,0,1526,18,231,2,75249,3.5,83.8
El Salvador,1819,94,33,0,570,8,1216,25,70225,1.8,31.3
Iceland,1803,0,10,0,1791,0,2,0,58225,0.6,99.3
Gabon,1728,0,12,0,402,0,1314,6,8622,0.7,23.3
Lithuania,1616,12,63,2,1135,24,418,17,264882,3.9,70.2
Somalia,1594,0,61,0,204,0,1329,2,0,3.8,12.8
Mayotte,1521,0,19,0,894,0,608,11,5200,1.2,58.8
New Zealand,1504,0,21,0,1455,0,28,1,255850,1.4,96.7
Slovakia,1504,1,28,0,1280,24,196,1,156765,1.9,85.1
Slovenia,1468,0,106,0,1340,0,22,3,75110,7.2,91.3
Kyrgyzstan,1365,15,14,0,957,18,394,5,98281,1.0,70.1
Maldives,1274,0,4,0,109,0,1161,9,11775,0.3,8.6
Kenya,1192,31,50,0,380,0,762,1,55074,4.2,31.9
Guinea-Bissau,1114,0,6,0,42,0,1066,0,1500,0.5,3.8
Lebanon,1086,0,26,0,663,0,397,4,69610,2.4,61.0
Sri Lanka,1068,0,9,0,660,40,399,1,51094,0.8,61.8
Hong Kong,1066,0,4,0,1029,0,33,1,202930,0.4,96.5
Tunisia,1048,2,47,0,903,20,98,3,46628,4.5,86.2
Latvia,1046,16,22,0,712,0,312,2,97846,2.1,68.1
Albania,989,8,31,0,783,6,175,5,13133,3.1,79.2
