countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
Faroe Islands,187,0,0,0,187,0,0,0,8863,0.0,100.0
Myanmar,187,3,6,0,97,0,84,0,14561,3.2,51.9
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,147,0,0,0,145,0,2,0,5060,0.0,98.6
Brunei,141,0,1,0,136,0,4,2,17414,0.7,96.5
Mongolia,140,4,0,0,24,3,116,2,11000,0.0,17.1
Mozambique,137,0,0,0,44,0,93,0,6011,0.0,32.1
Yemen,128,0,20,0,1,0,107,0,120,15.6,0.8
Bermuda,123,0,9,0,73,0,41,2,5017,7.3,59.3
Cambodia,122,0,0,0,122,0,0,0,15242,0.0,100.0
Guyana,117,0,10,0,43,0,64,2,1089,8.5,36.8
Trinidad and Tobago,116,0,8,0,107,0,1,0,2682,6.9,92.2
Aruba,101,0,3,0,93,0,5,4,1985,3.0,92.1
Bahamas,96,0,11,0,42,0,43,1,1814,11.5,43.8
Monaco,96,0,4,0,87,0,5,1,0,4.2,90.6
Cayman Islands,94,0,1,0,55,0,38,0,5900,1.1,58.5
Barbados,88,0,7,0,68,0,13,4,3924,8.0,77.3
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,77,0,15,0,54,0,8,7,414,19.5,70.1
Malawi,70,5,3,0,27,3,40,1,1803,4.3,38.6
Libya,65,0,3,0,35,0,27,0,3633,4.6,53.8
Mauritania,62,0,4,0,7,0,51,0,2015,6.5,11.3
Syria,58,0,3,0,36,0,19,0,0,5.2,62.1
Angola,48,0,2,0,17,0,29,0,6136,4.2,35.4
Macau,45,0,0,0,43,0,2,1,0,0.0,95.6
Zimbabwe,44,0,4,0,17,0,23,0,27059,9.1,38.6
Burundi,42,19,1,0,20,5,21,0,284,2.4,47.6
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Saint Martin,39,0,3,0,30,0,6,1,0,7.7,76.9
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Botswana,25,0,1,0,17,0,7,0,13294,4.0,68.0
Nicaragua,25,0,8,0,7,0,10,0,0,32.0,28.0
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Gambia,23,0,1,0,12,0,10,0,1341,4.3,52.2
Grenada,22,0,0,0,14,0,8,4,2419,0.0,63.6
Bhutan,21,0,0,0,5,0,16,0,13962,0.0,23.8
Laos,19,0,0,0,14,0,5,0,4565,0.0,73.7
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
Belize,18,0,2,0,16,0,0,0,1043,11.1,88.9
Saint Lucia,18,0,0,0,18,0,0,0,786,0.0,100.0
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
St. Vincent Grenadines,17,0,0,0,14,0,3,0,155,0.0,82.4
Namibia,16,0,0,0,13,0,3,0,2074,0.0,81.2
Curaçao,16,0,1,0,14,0,1,0,389,6.2,87.5
Dominica,16,0,0,0,16,1,0,0,433,0.0,100.0
Saint Kitts and Nevis,15,0,0,0,14,0,1,0,327,0.0,93.3
Falkland Islands,13,0,0,0,13,0,0,0,402,0.0,100.0
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Comoros,11,0,1,0,3,0,7,0,0,9.1,27.3
Seychelles,11,0,0,0,11,1,0,0,0,0.0,100.0
Montserrat,11,0,1,0,10,0,0,0,36,9.1,90.9
Greenland,11,0,0,0,11,0,0,0,1629,0.0,100.0
Suriname,10,0,1,0,9,0,0,0,404,10.0,90.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,357,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
United States,1571018,548,93542,19,361227,74,1116249,17249,12647099,6.0,23.0
Russia,308705,8764,2972,135,85392,9262,220341,2300,7500000,1.0,27.7
Spain,278803,0,27778,0,196958,0,54067,1152,3037840,10.0,70.6
Brazil,271885,0,17983,0,106794,0,147108,8318,735224,6.6,39.3
United Kingdom,249373,-335,35385,-24,479,-300,213509,1559,2772552,14.2,0.2
Italy,226699,0,32169,0,129401,0,65129,716,3104524,14.2,57.1
France,180809,0,28022,0,62563,0,90224,1894,1384633,15.5,34.6
Germany,177842,15,8193,0,156900,1200,12749,1115,3147771,4.6,88.2
Turkey,151615,0,4199,0,112895,0,34521,882,1675517,2.8,74.5
Iran,124603,0,7119,0,97173,0,20311,2698,716176,5.7,78.0
India,106886,411,3303,1,42309,0,61274,0,2512388,3.1,39.6
Peru,99483,0,2914,0,36524,0,60045,883,679582,2.9,36.7
China,82965,5,4634,0,78244,3,87,9,0,5.6,94.3
Canada,79771,5,6017,0,40050,0,33704,502,1339971,7.5,50.2
Saudi Arabia,59854,0,329,0,31634,0,27891,251,618084,0.5,52.9
Belgium,55983,192,9150,42,14847,160,31986,313,720228,16.3,26.5
Mexico,54346,2713,5666,334,37325,1937,11355,378,185755,10.4,68.7
Chile,49579,0,509,0,21507,0,27563,876,397200,1.0,43.4
Pakistan,45898,1932,985,46,13101,612,31812,111,414254,2.1,28.5
Netherlands,44249,0,5715,0,0,0,38534,293,302395,12.9,0.0
Qatar,35606,0,15,0,5634,0,29957,172,166182,0.0,15.8
Ecuador,34151,0,2839,0,3457,0,27855,221,98171,8.3,10.1
Belarus,31508,0,175,0,10620,0,20713,92,375076,0.6,33.7
Sweden,30799,0,3743,0,4971,0,22085,287,209900,12.2,16.1
Switzerland,30618,0,1891,0,27700,0,1027,57,350099,6.2,90.5
Portugal,29432,0,1247,0,6431,0,21754,101,662375,4.2,21.9
Singapore,29364,570,22,0,10365,0,18977,10,246254,0.1,35.3
Bangladesh,26738,1617,386,16,5207,214,21145,1,203852,1.4,19.5
United Arab Emirates,25063,0,227,0,10791,0,14045,1,1600923,0.9,43.1
Ireland,24251,0,1561,0,19470,0,3220,54,295626,6.4,80.3
Poland,19569,301,953,5,8183,280,10433,160,653224,4.9,41.8
Ukraine,19230,354,564,16,5955,323,12711,245,248529,2.9,31.0
Indonesia,19189,693,1242,21,4575,108,13372,0,202936,6.5,23.8
South Africa,17200,0,312,0,7960,0,8928,119,488609,1.8,46.3
Romania,17191,0,1141,4,10166,0,5884,195,322074,6.6,59.1
Colombia,16935,0,613,0,4050,0,12272,136,201808,3.6,23.9
Kuwait,16764,0,121,0,4681,0,11962,179,252696,0.7,27.9
Israel,16659,0,278,0,13435,0,2946,50,512452,1.7,80.6
Japan,16367,62,768,19,11564,0,4035,213,255675,4.7,70.7
Austria,16321,0,632,0,14678,0,1011,39,379592,3.9,89.9
Egypt,13484,0,659,0,3742,0,9083,41,135000,4.9,27.8
Dominican Republic,13223,0,441,0,6613,0,6169,136,50108,3.3,50.0
Philippines,13221,279,842,5,2932,89,9447,81,244800,6.4,22.2
Denmark,11117,73,551,0,9416,0,1150,25,490782,5.0,84.7
South Korea,11110,32,263,0,10066,128,781,15,776433,2.4,90.6
Serbia,10733,0,234,0,4904,0,5595,15,190683,2.2,45.7
Panama,9867,0,281,0,6194,0,3392,72,51815,2.8,62.8
Argentina,8809,0,393,0,2872,0,5544,154,108634,4.5,32.6
Czechia,8683,36,303,1,5731,5,2649,36,372341,3.5,66.0
Norway,8267,0,233,0,32,0,8002,16,219984,2.8,0.4
Afghanistan,7653,0,178,0,850,0,6625,19,24697,2.3,11.1
Bahrain,7532,0,12,0,2952,0,4568,9,249411,0.2,39.2
Algeria,7377,0,561,0,3746,0,3070,22,0,7.6,50.8
Australia,7079,11,100,0,6442,29,537,9,1108311,1.4,91.0
Morocco,7023,0,193,0,3901,0,2929,1,100367,2.7,55.5
Malaysia,7009,31,114,0,5706,60,1189,11,471318,1.6,81.4
Kazakhstan,6969,218,35,0,3598,0,3336,31,571547,0.5,51.6
Nigeria,6401,0,192,0,1734,0,4475,7,36899,3.0,27.1
Finland,6399,0,301,0,5000,0,1098,25,152300,4.7,78.1
Moldova,6340,0,221,0,2508,0,3611,251,20447,3.5,39.6
Ghana,6096,0,31,0,1773,0,4292,8,184343,0.5,29.1
Oman,6043,372,27,0,1661,87,4355,31,61000,0.4,27.5
Armenia,5271,230,67,3,2419,255,2785,10,44071,1.3,45.9
Bolivia,4481,218,189,15,533,30,3759,3,14803,4.2,11.9
Luxembourg,3958,0,109,0,3718,0,131,10,63011,2.8,93.9
Iraq,3611,0,131,0,2366,0,1114,0,149701,3.6,65.5
Hungary,3598,42,470,3,1454,42,1674,29,142729,13.1,40.4
Cameroon,3529,0,140,0,1567,0,1822,28,0,4.0,44.4
Azerbaijan,3518,0,41,0,2198,0,1279,37,240220,1.2,62.5
Thailand,3034,1,56,0,2888,31,90,61,286008,1.8,95.2
Honduras,2955,157,147,1,349,9,2459,13,10775,5.0,11.8
Uzbekistan,2880,25,13,0,2338,0,529,6,460000,0.5,81.2
Guinea,2863,0,18,0,1525,0,1320,18,10304,0.6,53.3
Greece,2840,0,165,0,1374,0,1301,22,136001,5.8,48.4
Sudan,2728,0,111,0,286,0,2331,0,281,4.1,10.5
Senegal,2617,0,30,0,1133,0,1454,6,24599,1.1,43.3
Bosnia and Herzegovina,2321,0,134,0,1522,0,665,4,53988,5.8,65.6
Bulgaria,2292,33,116,4,684,38,1492,33,68243,5.1,29.8
Croatia,2232,0,96,0,1967,0,169,10,55800,4.3,88.1
Ivory Coast,2153,0,28,0,1050,0,1075,0,19174,1.3,48.8
Guatemala,2133,132,43,5,155,16,1935,5,20820,2.0,7.3
Tajikistan,1936,0,41,0,641,0,1254,0,0,2.1,33.1
Cuba,1887,0,79,0,1538,0,270,8,85556,4.2,81.5
North Macedonia,1839,0,106,0,1351,0,382,21,22255,5.8,73.5
Iceland,1802,0,10,0,1789,0,3,0,57187,0.6,99.3
Estonia,1794,3,64,0,956,18,774,2,72464,3.6,53.3
Congo (Kinshasa),1731,102,61,0,302,12,1368,0,0,3.5,17.4
Djibouti,1618,0,7,0,1033,0,578,0,18933,0.4,63.8
Lithuania,1577,15,60,0,1049,24,468,17,245580,3.8,66.5
El Salvador,1571,73,31,1,531,29,1009,27,62838,2.0,33.8
New Zealand,1503,0,21,0,1447,5,35,1,238725,1.4,96.3
Somalia,1502,0,59,0,178,0,1265,2,0,3.9,11.9
Gabon,1502,0,12,0,318,0,1172,9,7966,0.8,21.2
Slovakia,1496,1,28,0,1231,39,237,3,148845,1.9,82.3
Slovenia,1467,0,104,0,1338,0,25,5,70970,7.1,91.2
Mayotte,1370,0,18,0,627,0,725,9,5200,1.3,45.8
Kyrgyzstan,1270,27,14,0,910,12,346,5,94441,1.1,71.7
Maldives,1143,0,4,0,91,0,1048,9,11775,0.3,8.0
Hong Kong,1056,0,4,0,1026,1,26,1,168291,0.4,97.2
Tunisia,1044,1,47,1,826,7,171,3,41620,4.5,79.1
Guinea-Bissau,1038,0,6,0,42,0,990,0,1500,0.6,4.0
Sri Lanka,1027,4,9,0,569,0,449,1,46413,0.9,55.4
Latvia,1016,4,21,0,694,0,301,3,92751,2.1,68.3
Kosovo,989,0,29,0,769,0,191,0,0,2.9,77.8
Albania,964,15,31,0,758,16,175,1,12555,3.2,78.6
Kenya,963,0,50,0,358,0,555,1,46784,5.2,37.2
Lebanon,954,0,26,0,251,0,677,4,63720,2.7,26.3
Cyprus,918,0,17,0,516,1,385,10,90718,1.9,56.2
Niger,914,0,55,0,734,0,125,0,5909,6.0,80.3
Mali,901,0,53,0,529,0,319,0,3483,5.9,58.7
Costa Rica,882,0,10,0,577,0,295,5,20741,1.1,65.4
Paraguay,829,0,11,0,230,0,588,0,21121,1.3,27.7
Equatorial Guinea,825,0,7,0,22,0,796,0,854,0.8,2.7
Burkina Faso,796,0,51,0,652,0,93,0,0,6.4,81.9
Zambia,772,0,7,0,192,0,573,1,18519,0.9,24.9
Andorra,761,0,51,0,628,0,82,3,3750,6.7,82.5
Venezuela,749,131,10,0,253,0,486,1,616562,1.3,33.8
Uruguay,738,0,20,0,579,0,139,4,34794,2.7,78.5
Georgia,713,6,12,0,475,19,226,6,40711,1.7,66.6
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
San Marino,655,0,41,0,211,0,403,1,3610,6.3,32.2
Jordan,649,0,9,0,417,0,223,5,148482,1.4,64.3
Haiti,596,63,22,1,21,0,553,0,2270,3.7,3.5
Malta,569,0,6,0,460,0,103,1,53196,1.1,80.8
Channel Islands,555,0,44,0,479,0,32,0,5342,7.9,86.3
Chad,545,0,56,0,139,0,350,0,0,10.3,25.5
Sierra Leone,534,0,33,0,167,0,334,0,0,6.2,31.3
Jamaica,520,0,9,0,145,0,366,0,8828,1.7,27.9
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Réunion,446,0,0,0,354,0,92,4,17200,0.0,79.4
Taiwan,440,0,7,0,402,1,31,0,69876,1.6,91.4
Congo (Brazzaville),420,0,15,0,132,0,273,0,0,3.6,31.4
Nepal,402,0,2,0,37,0,363,1,107253,0.5,9.2
Palestine,391,0,2,0,346,0,43,0,44876,0.5,88.5
Ethiopia,389,24,5,0,122,2,262,0,65760,1.3,31.4
CAR,366,0,0,0,18,0,348,0,3498,0.0,4.9
Togo,338,0,12,0,107,0,219,0,13825,3.6,31.7
Cabo Verde,335,0,3,0,85,0,247,0,892,0.9,25.4
Isle of Man,335,0,24,0,300,0,11,9,4234,7.2,89.6
Mauritius,332,0,10,0,322,0,0,0,92764,3.0,97.0
Madagascar,326,0,2,0,119,0,205,0,5670,0.6,36.5
Montenegro,324,0,9,0,312,0,3,2,10167,2.8,96.3
Vietnam,324,0,0,0,263,0,61,2,275000,0.0,81.2
Rwanda,308,0,0,0,209,0,99,0,52335,0.0,67.9
South Sudan,290,0,4,0,4,0,282,0,3356,1.4,1.4
Uganda,264,4,0,0,65,2,199,0,75228,0.0,24.6
Nicaragua,254,0,17,0,199,0,38,0,0,6.7,78.3
Sao Tome and Principe,251,0,8,0,4,0,239,0,175,3.2,1.6
Liberia,233,0,23,0,125,0,85,0,0,9.9,53.6
French Guiana,218,8,1,0,136,5,81,0,0,0.5,62.4
Eswatini,208,0,2,0,87,0,119,0,4160,1.0,41.8
Myanmar,193,0,6,0,104,0,83,0,15137,3.1,53.9
Martinique,192,0,14,0,91,0,87,0,0,7.3,47.4
Faroe Islands,187,0,0,0,187,0,0,0,8931,0.0,100.0
Yemen,167,0,28,0,5,0,134,0,120,16.8,3.0
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,147,0,0,0,145,0,2,0,5410,0.0,98.6
Mozambique,146,0,0,0,48,4,98,0,6537,0.0,32.9
Brunei,141,0,1,0,136,0,4,2,17718,0.7,96.5
Mongolia,140,0,0,0,26,0,114,27,11641,0.0,18.6
Mauritania,131,0,4,0,7,0,120,0,2583,3.1,5.3
Benin,130,0,2,0,83,0,45,0,25471,1.5,63.8
Guyana,125,0,10,0,46,0,69,3,1269,8.0,36.8
Bermuda,125,0,9,0,78,0,38,2,5705,7.2,62.4
Cambodia,122,0,0,0,122,0,0,0,15572,0.0,100.0
Trinidad and Tobago,116,0,8,0,107,0,1,0,2727,6.9,92.2
Cayman Islands,111,0,1,0,55,0,55,0,7082,0.9,49.5
Aruba,101,0,3,0,93,0,5,4,2025,3.0,92.1
Monaco,97,0,4,0,87,0,6,1,0,4.1,89.7
Bahamas,96,0,11,0,43,0,42,1,1826,11.5,44.8
Barbados,90,2,7,0,68,0,15,4,4167,7.8,75.6
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,77,0,15,0,54,0,8,7,414,19.5,70.1
Malawi,70,0,3,0,27,0,40,1,1803,4.3,38.6
Libya,68,0,3,0,35,0,30,0,3633,4.4,51.5
Syria,58,0,3,0,36,0,19,0,0,5.2,62.1
Angola,52,0,3,0,17,0,32,0,6136,5.8,32.7
Zimbabwe,46,0,4,0,18,0,24,0,28019,8.7,39.1
Macau,45,0,0,0,45,0,0,0,0,0.0,100.0
Burundi,42,0,1,0,20,0,21,0,284,2.4,47.6
Saint Martin,39,0,3,0,30,0,6,1,0,7.7,76.9
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Botswana,25,0,1,0,17,0,7,0,13294,4.0,68.0
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Gambia,24,0,1,0,13,0,10,0,1476,4.2,54.2
Grenada,22,0,0,0,14,0,8,4,2419,0.0,63.6
Bhutan,21,0,0,0,5,0,16,0,14294,0.0,23.8
Laos,19,0,0,0,14,0,5,0,4743,0.0,73.7
Belize,18,0,2,0,16,0,0,0,1043,11.1,88.9
Saint Lucia,18,0,0,0,18,0,0,0,786,0.0,100.0
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
St. Vincent Grenadines,17,0,0,0,14,0,3,0,155,0.0,82.4
Curaçao,16,0,1,0,14,0,1,0,485,6.2,87.5
Dominica,16,0,0,0,16,0,0,0,433,0.0,100.0
Namibia,16,0,0,0,14,1,2,0,2586,0.0,87.5
Saint Kitts and Nevis,15,0,0,0,15,0,0,0,391,0.0,100.0
Falkland Islands,13,0,0,0,13,0,0,0,426,0.0,100.0
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Greenland,11,0,0,0,11,0,0,0,1767,0.0,100.0
Montserrat,11,0,1,0,10,0,0,0,36,9.1,90.9
Seychelles,11,0,0,0,11,0,0,0,0,0.0,100.0
Suriname,11,0,1,0,9,0,1,0,404,9.1,81.8
Comoros,11,0,1,0,3,0,7,0,0,9.1,27.3
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,357,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
United States,1593039,1779,94941,22,370812,754,1127286,17815,14173807,6.0,23.3
Russia,317554,8849,3099,127,92681,7289,221774,2300,7840880,1.0,29.2
Brazil,293357,1778,18894,35,116683,0,157780,8318,735224,6.4,39.8
Spain,279524,0,27888,0,196958,0,54678,1152,3037840,10.0,70.5
United Kingdom,248293,-555,35704,-44,0,-479,212589,1559,2962227,14.4,0.0
Italy,227364,0,32330,0,132282,0,62752,676,3171719,14.2,58.2
France,181575,0,28132,0,63354,0,90089,1794,1384633,15.5,34.9
Germany,178531,0,8270,0,158000,1034,12261,1045,3595059,4.6,88.5
Turkey,152587,0,4222,0,113987,0,34378,877,1696355,2.8,74.7
Iran,126949,0,7183,0,98808,0,20958,2735,731213,5.7,77.8
India,112442,414,3438,4,45422,0,63582,0,2615920,3.1,40.4
Peru,104020,0,3024,0,41968,0,59028,869,715423,2.9,40.3
China,82967,2,4634,0,78249,5,84,8,0,5.6,94.3
Canada,80228,-573,6132,-4,40776,26,33320,502,1375126,7.6,50.8
Saudi Arabia,62545,0,339,0,33478,0,28728,276,636178,0.5,53.5
Mexico,56594,2248,6090,424,38876,1551,11628,378,185755,10.8,68.7
Belgium,56235,252,9186,36,14988,141,32061,277,739146,16.3,26.7
Chile,53617,0,544,0,22504,0,30569,904,409669,1.0,42.0
Pakistan,48091,2193,1017,32,14155,1054,32919,111,429600,2.1,29.4
Netherlands,44447,0,5748,0,0,0,38699,275,302395,12.9,0.0
Qatar,37097,0,16,0,6600,0,30481,172,170437,0.0,17.8
Ecuador,34854,0,2888,0,3557,0,28409,191,100248,8.3,10.2
Belarus,33371,945,185,6,12057,642,21129,92,403236,0.6,36.1
Sweden,31523,0,3831,0,4971,0,22721,352,209900,12.2,15.8
Switzerland,30658,0,1892,0,27800,0,966,55,355393,6.2,90.7
Singapore,29812,448,22,0,11207,0,18583,11,294414,0.1,37.6
Portugal,29660,0,1263,0,6452,0,21945,93,674000,4.3,21.8
Bangladesh,28511,1773,408,22,5602,395,22501,1,214114,1.4,19.6
United Arab Emirates,26004,0,233,0,11809,0,13962,1,1600923,0.9,45.4
Ireland,24315,0,1571,0,21060,0,1684,54,295626,6.5,86.6
Indonesia,20162,973,1278,36,4838,263,14046,0,219975,6.3,24.0
Poland,19983,244,965,3,8452,269,10566,160,674861,4.8,42.3
Ukraine,19706,476,579,15,6227,272,12900,249,257890,2.9,31.6
South Africa,18003,0,339,0,8950,0,8714,119,506861,1.9,49.7
Colombia,17687,0,630,0,4256,0,12801,136,214536,3.6,24.1
Kuwait,17568,0,124,0,4885,0,12559,167,256314,0.7,27.8
Romania,17387,0,1151,4,10356,0,5880,198,332487,6.6,59.6
Israel,16670,3,279,0,13617,113,2774,47,524584,1.7,81.7
Austria,16404,51,633,0,14951,69,820,32,385637,3.9,91.1
Japan,16385,18,771,3,12286,722,3328,210,258277,4.7,75.0
Egypt,14229,0,680,0,3994,0,9555,41,135000,4.8,28.1
Dominican Republic,13477,0,446,0,7142,0,5889,126,59976,3.3,53.0
Philippines,13434,213,846,4,3000,68,9588,81,259172,6.3,22.3
South Korea,11122,12,264,1,10135,69,723,15,788684,2.4,91.1
Denmark,11117,0,554,0,9536,0,1027,25,490782,5.0,85.8
Serbia,10833,0,235,0,5067,0,5531,13,196881,2.2,46.8
Panama,9977,0,287,0,6194,0,3496,72,52641,2.9,62.1
Argentina,9283,0,403,0,2933,0,5947,154,112370,4.3,31.6
Czechia,8721,0,304,0,5830,0,2587,36,372341,3.5,66.9
Afghanistan,8676,531,193,6,938,8,7545,19,26707,2.2,10.8
Norway,8281,0,234,0,32,0,8015,17,223045,2.8,0.4
Bahrain,7888,0,12,0,3568,0,4308,9,255633,0.2,45.2
Algeria,7542,0,568,0,3968,0,3006,22,0,7.5,52.6
Kazakhstan,7234,265,35,0,3734,0,3465,31,591502,0.5,51.6
Morocco,7133,0,194,0,4098,0,2841,1,104915,2.7,57.5
Australia,7081,2,100,0,6470,26,511,9,1137558,1.4,91.4
Malaysia,7059,50,114,0,5796,90,1149,10,471318,1.6,82.1
Nigeria,6677,0,200,0,1840,0,4637,7,38231,3.0,27.6
Moldova,6553,0,228,0,2953,0,3372,251,40565,3.5,45.1
Finland,6493,50,304,0,4800,0,1389,20,160177,4.7,73.9
Oman,6370,327,30,0,1821,160,4519,31,72000,0.5,28.6
Ghana,6269,0,31,0,1898,0,4340,8,184343,0.5,30.3
Armenia,5606,335,70,3,2581,162,2955,10,45822,1.2,46.0
Bolivia,4919,438,199,10,553,20,4167,3,14803,4.0,11.2
Luxembourg,3971,0,109,0,3728,0,134,6,64018,2.7,93.9
Cameroon,3733,0,146,0,1595,0,1992,28,0,3.9,42.7
Iraq,3724,0,134,0,2438,0,1152,0,149701,3.6,65.5
Hungary,3641,43,473,3,1509,55,1659,27,147511,13.0,41.4
Azerbaijan,3631,0,43,0,2253,0,1335,46,245609,1.2,62.0
Sudan,3138,410,121,10,309,23,2708,0,281,3.9,9.8
Honduras,3100,145,151,4,355,6,2594,13,11315,4.9,11.5
Thailand,3037,3,56,0,2897,9,84,61,328073,1.8,95.4
Uzbekistan,2950,11,13,0,2372,0,565,5,460000,0.4,80.4
Guinea,2863,0,18,0,1525,0,1320,18,10304,0.6,53.3
Greece,2850,0,166,0,1374,0,1310,22,139445,5.8,48.2
Senegal,2714,0,30,0,1186,0,1498,6,24599,1.1,43.7
Bosnia and Herzegovina,2338,0,136,0,1557,0,645,4,55624,5.8,66.6
Bulgaria,2331,39,120,4,727,43,1484,31,70755,5.1,31.2
Guatemala,2265,132,45,2,159,4,2061,5,20820,2.0,7.0
Croatia,2234,0,96,0,1978,0,160,8,57021,4.3,88.5
Ivory Coast,2231,0,29,0,1083,0,1119,0,19174,1.3,48.5
Tajikistan,2140,0,41,0,470,-171,1629,0,0,1.9,22.0
Cuba,1900,0,79,0,1573,0,248,8,87288,4.2,82.8
North Macedonia,1858,0,110,0,1367,0,381,21,22767,5.9,73.6
Congo (Kinshasa),1835,104,61,0,303,1,1471,0,0,3.3,16.5
Djibouti,1828,0,9,0,1052,0,767,0,20056,0.5,57.5
Iceland,1803,0,10,0,1789,0,4,0,57628,0.6,99.2
Estonia,1800,6,64,0,963,7,773,2,73731,3.6,53.5
El Salvador,1640,69,32,1,540,9,1068,26,65226,2.0,32.9
Lithuania,1594,17,61,1,1049,0,484,17,253004,3.8,65.8
Somalia,1573,0,61,0,188,0,1324,2,0,3.9,12.0
Gabon,1567,0,12,0,365,0,1190,9,7966,0.8,23.3
New Zealand,1503,0,21,0,1452,5,30,1,244838,1.4,96.6
Slovakia,1502,6,28,0,1245,14,229,3,151778,1.9,82.9
Mayotte,1475,0,19,0,894,0,562,11,5200,1.3,60.6
Slovenia,1468,0,106,1,1340,0,22,3,74228,7.2,91.3
Kyrgyzstan,1313,43,14,0,923,13,376,5,94441,1.1,70.3
Maldives,1186,0,4,0,91,0,1091,9,11775,0.3,7.7
Guinea-Bissau,1089,0,6,0,42,0,1041,0,1500,0.6,3.9
Hong Kong,1056,0,4,0,1026,0,26,1,168291,0.4,97.2
Tunisia,1045,1,47,0,862,36,136,3,43723,4.5,82.5
Kenya,1029,0,50,0,366,0,613,1,49405,4.9,35.6
Sri Lanka,1028,0,9,0,604,20,415,1,47521,0.9,58.8
Latvia,1025,9,22,1,694,0,309,2,94621,2.1,67.7
Albania,969,5,31,0,771,13,167,3,12759,3.2,79.6
Lebanon,961,0,26,0,251,0,684,4,65363,2.7,26.1
Mali,931,0,55,0,543,0,333,0,3483,5.9,58.3
Cyprus,922,0,17,0,516,0,389,10,90718,1.8,56.0
Niger,920,0,58,0,738,0,124,0,5909,6.3,80.2
Costa Rica,897,0,10,0,582,0,305,5,21299,1.1,64.9
Equatorial Guinea,890,0,7,0,22,0,861,0,854,0.8,2.5
Paraguay,833,0,11,0,242,0,580,0,21542,1.3,29.1
Zambia,832,0,7,0,197,0,628,1,19014,0.8,23.7
Venezuela,824,0,10,0,262,0,552,1,616562,1.2,31.8
Burkina Faso,809,0,52,0,661,0,96,0,0,6.4,81.7
Andorra,762,0,51,0,639,0,72,3,3750,6.7,83.9
Uruguay,746,0,20,0,588,0,138,4,35630,2.7,78.8
Georgia,721,8,12,0,485,10,224,6,40711,1.7,67.3
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Jordan,672,0,9,0,446,0,217,5,152615,1.3,66.4
San Marino,656,0,41,0,220,0,395,1,3700,6.2,33.5
Haiti,596,0,22,0,21,0,553,0,2270,3.7,3.5
Malta,584,0,6,0,465,0,113,1,54866,1.0,79.6
Sierra Leone,570,0,34,0,205,0,331,0,0,6.0,36.0
Chad,565,0,57,0,177,0,331,0,0,10.1,31.3
Channel Islands,558,0,45,0,492,0,21,0,5342,8.1,88.2
Jamaica,529,9,9,0,171,26,349,0,9021,1.7,32.3
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
